DEE51,1230000001
ZRG0525,1769399654
VRF0917,1685922445
ESF7234,1641620838
IBJ5149,1642865324
PYC0296,1838891280
LSY2268,1813424128
TGD2185,1765236019
IQS2680,1576777184
DPO9434,1406670457
TLR0238,1568033848
HEN0971,1935125520
PTF7854,1699725244
IMF1855,1838797564
WLO4253,1573290894
YKU1984,1609971561
XIT7653,1526180922
YQM1839,1067650705
XVF4712,1906313203
EXO9837,1799265261
NPZ5560,1661950520
ILL8368,1915714245
VVV8229,1431792412
FQO8077,1097520115
XPE8309,1420529038
VRK2472,1615584994
YRH2143,1055724733
CRI7415,1814681677
MSI4390,1802259098
PMN2583,1206279948
IEA3271,1323346818
YKK4453,1412602614
IIJ9315,1138205775
HFW2893,1397063024
SQF5935,1954690759
QRC5925,1696710792
YZW2643,1322727863
DXV9725,1307390403
LIK4235,1236367988
YKU3446,1857504906
DPO1757,1837046657
DCW0911,1215207072
CKT3582,1669636917
DZC3768,1508270826
RYH7406,1700683593
CWO3170,1075710406
VJN6495,1912504474
TWC9540,1323419050
HMG6000,1078458340
GMX2508,1108828628
MBB7650,1847557366
ZKS5581,1746101980
LEG3664,1517809354
VEB2613,1196045567
RWN3184,1557413718
HTE5659,1504276997
CUE7053,1694519243
NHO6265,1175835591
HWO9267,1096131230
ORM4780,1351139575
VMY5915,1104497343
QBJ4750,1381855192
BZB4922,1207603563
QTF1975,1528858358
NFG2427,1355092531
VLY0284,1929171199
SCQ4108,1560921582
YOY8612,1943801679
KZV2275,1581479595
KMY6445,1321187524
DEG2058,1647871606
DAD7200,1936953338
ASV2500,1041982433
OYZ1612,1923565906
XHW0880,1219188201
LTA5706,1834972624
DWJ1096,1130768027
TKZ0409,1731318578
BVU9407,1023874087
WOO2386,1175362060
RBJ3374,1887165435
IPI8164,1641383512
EOG2313,1659845340
PJJ6115,1613463489
WUK0074,1577934274
EKK3369,1135375967
ROP3482,1544355330
YOV7229,1039511555
FVB2241,1082127168
RPC3150,1875842820
NKZ8638,1369095781
LGK3872,1360730929
KFI7858,1617761701
RSU6746,1224228658
YEJ2232,1917569261
QCS8859,1736471727
PIC5239,1815336847
MRB1995,1099895990
QNA3583,1791272348
YJZ2034,1793635531
JGB8168,1265299899
MFZ9827,1916924172
DQR7282,1416423828
IEN3147,1495151476
VFS7818,1444889794
EGK1765,1559044873
RDR2852,1684418297
UBB0233,1886021027
UPQ6400,1364353206
DZE5437,1482954432
VLF8664,1716880003
XYP8500,1899456212
WVX7599,1363349955
LEZ3091,1076376595
XGJ5115,1540137653
FFT4725,1769895493
QUS8740,1235434886
TUH8118,1339631441
LZE2057,1904136286
IAV2160,1370188052
YGF9736,1261823294
DDR4590,1808099702
YJU5492,1087246813
HFM0938,1966995809
UTR3775,1795217609
LDP4796,1387854052
USE8520,1291130311
LHS9002,1471469994
